League,Team,Name,Goals,Expected goals (xG),Big chances missed,Successful dribbles,Total shots,Goal conversion %,Average Sofascore,Tackles,Interceptions,Clearances,Errors leading to goal,Big chances created,Assists,Accurate passes,Accurate passes %,Key passes,Saves,Clean sheets,Penalties saved,Saves from inside box,Runs out,Position,Age,Market value
Laliga,Real Sociedad,Sergio Gómez,2.0,1.53,1.0,21.0,17.0,11.76,7.13,70.0,18.0,21.0,0.0,15.0,5.0,938.0,84.35,53.0,0.0,0.0,0.0,0.0,0.0,Right Winger,24.0,€20.00m
Laliga,Athletic Club,Daniel Vivian,3.0,1.57,2.0,10.0,15.0,20.0,7.12,37.0,38.0,116.0,0.0,1.0,0.0,1393.0,87.28,10.0,0.0,0.0,0.0,0.0,0.0,Centre Back,25.0,€40.00m
Premier League,West Ham,Aaron Wan-Bissaka,2.0,1.19,1.0,60.0,16.0,12.5,7.12,67.0,61.0,105.0,0.0,7.0,4.0,1142.0,82.22,32.0,0.0,0.0,0.0,0.0,0.0,Right-Back,27.0,€22.00m
Laliga,Leganés,Dani Raba,7.0,6.83,1.0,36.0,31.0,22.58,7.12,34.0,14.0,12.0,0.0,12.0,6.0,363.0,72.89,43.0,0.0,0.0,0.0,0.0,0.0,Right Winger,29.0,€1.80m
Laliga,Celta Vigo,Marcos Alonso,2.0,2.08,1.0,14.0,27.0,7.41,7.11,33.0,34.0,109.0,2.0,2.0,0.0,1941.0,90.28,16.0,0.0,0.0,0.0,0.0,0.0,Left-Back,34.0,€1.80m
Laliga,RCD Mallorca,Antonio Raillo,2.0,1.86,3.0,2.0,32.0,6.25,7.11,29.0,27.0,196.0,0.0,4.0,0.0,1432.0,88.89,12.0,0.0,0.0,0.0,0.0,0.0,Centre Back,33.0,€2.00m
Premier League,Liverpool,Ibrahima Konaté,1.0,1.77,2.0,2.0,19.0,5.26,7.11,38.0,12.0,120.0,1.0,2.0,2.0,1607.0,90.43,10.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,25.0,€60.00m
Premier League,Newcastle,Martin Dúbravka,0.0,0.0,0.0,0.0,0.0,0.0,7.11,0.0,0.0,5.0,0.0,0.0,0.0,211.0,75.9,0.0,29.0,5.0,0.0,18.0,6.0,Goalkeeper,36.0,€1.00m
Laliga,Real Madrid,Lucas Vázquez,1.0,1.38,1.0,18.0,14.0,7.14,7.11,51.0,17.0,27.0,0.0,8.0,5.0,1214.0,89.86,33.0,0.0,0.0,0.0,0.0,0.0,Right-Back,33.0,€3.50m
Premier League,Wolves,Emmanuel Agbadou,0.0,0.29,0.0,9.0,6.0,0.0,7.11,27.0,11.0,81.0,0.0,0.0,0.0,740.0,86.05,4.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,27.0,€17.00m
Premier League,Crystal Palace,Daniel Muñoz,4.0,4.87,8.0,21.0,36.0,11.11,7.11,115.0,41.0,90.0,0.0,7.0,5.0,822.0,75.27,45.0,0.0,0.0,0.0,0.0,0.0,Right-Back,28.0,€25.00m
Laliga,CA Osasuna,Rubén García,5.0,2.86,0.0,11.0,22.0,22.73,7.11,46.0,14.0,25.0,0.0,9.0,5.0,793.0,79.54,45.0,0.0,0.0,0.0,0.0,0.0,Right Winger,31.0,€2.00m
Premier League,Manchester City,Rodri,0.0,0.0,0.0,0.0,0.0,0.0,7.1,2.0,1.0,0.0,0.0,0.0,0.0,57.0,93.44,1.0,0.0,0.0,0.0,0.0,0.0,Defensive Midfield,28.0,€130.00m
Laliga,Deportivo Alavés,Nahuel Tenaglia,2.0,2.28,2.0,16.0,22.0,9.09,7.1,87.0,37.0,104.0,0.0,5.0,1.0,681.0,74.59,18.0,0.0,0.0,0.0,0.0,0.0,Right-Back,29.0,€3.00m
Premier League,Crystal Palace,Marc Guéhi,3.0,1.98,2.0,12.0,15.0,20.0,7.1,61.0,28.0,156.0,0.0,5.0,2.0,1466.0,84.2,16.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,24.0,€45.00m
Premier League,Fulham,Harry Wilson,5.0,4.03,2.0,9.0,40.0,12.5,7.1,16.0,5.0,7.0,0.0,2.0,1.0,291.0,78.23,21.0,0.0,0.0,0.0,0.0,0.0,Right Winger,28.0,€17.00m
Laliga,Real Sociedad,Unai Marrero,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.0,0.0,1.0,0.0,0.0,0.0,17.0,70.83,0.0,3.0,0.0,0.0,3.0,2.0,Goalkeeper,23.0,€600k
Laliga,Real Madrid,Aurélien Tchouaméni,0.0,1.45,3.0,10.0,16.0,0.0,7.1,41.0,43.0,79.0,0.0,2.0,0.0,1770.0,92.86,5.0,0.0,0.0,0.0,0.0,0.0,Defensive Midfield,25.0,€80.00m
Laliga,Real Madrid,Andriy Lunin,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.0,0.0,7.0,0.0,1.0,1.0,118.0,84.29,1.0,11.0,2.0,0.0,5.0,3.0,Goalkeeper,26.0,€20.00m
Laliga,Atlético Madrid,Juan Musso,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,18.0,78.26,0.0,1.0,1.0,0.0,0.0,1.0,Goalkeeper,31.0,€4.00m
Premier League,Bournemouth,Evanilson,10.0,11.72,12.0,6.0,69.0,14.49,7.1,16.0,0.0,21.0,0.0,2.0,1.0,224.0,70.89,23.0,0.0,0.0,0.0,0.0,0.0,Centre-Forward,25.0,€35.00m
Premier League,Liverpool,Vítězslav Jaroš,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.0,0.0,1.0,0.0,0.0,0.0,4.0,66.67,0.0,1.0,0.0,0.0,1.0,0.0,Goalkeeper,23.0,€5.00m
Laliga,Athletic Club,Yeray Álvarez,1.0,0.47,0.0,5.0,8.0,12.5,7.1,24.0,33.0,102.0,0.0,1.0,0.0,925.0,84.55,4.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,30.0,€7.50m
Premier League,Newcastle,Nick Pope,0.0,0.0,0.0,0.0,0.0,0.0,7.09,0.0,1.0,50.0,2.0,0.0,0.0,356.0,65.2,1.0,80.0,8.0,1.0,52.0,28.0,Goalkeeper,33.0,€10.00m
Premier League,Tottenham,Guglielmo Vicario,0.0,0.0,0.0,1.0,0.0,0.0,7.09,0.0,1.0,33.0,1.0,0.0,0.0,624.0,86.19,0.0,64.0,4.0,0.0,48.0,13.0,Goalkeeper,28.0,€35.00m
Premier League,Ipswich,Arijanet Muric,0.0,0.0,0.0,0.0,0.0,0.0,7.09,0.0,0.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,69.0,1.0,0.0,48.0,9.0,Goalkeeper,26.0,€6.00m
Laliga,Athletic Club,Oihan Sancet,15.0,9.34,5.0,23.0,46.0,32.61,7.09,12.0,5.0,5.0,0.0,1.0,1.0,428.0,84.25,19.0,0.0,0.0,0.0,0.0,0.0,Attacking Midfield,25.0,€60.00m
Premier League,Tottenham,Fraser Forster,0.0,0.0,0.0,1.0,0.0,0.0,7.09,0.0,0.0,7.0,0.0,0.0,0.0,138.0,82.63,0.0,29.0,1.0,0.0,20.0,2.0,Goalkeeper,37.0,€1.20m
Laliga,CA Osasuna,Sergi Cardona,1.0,2.46,5.0,10.0,20.0,5.0,7.09,67.0,35.0,94.0,0.0,10.0,7.0,873.0,79.87,45.0,0.0,0.0,0.0,0.0,0.0,Left-Back,25.0,€8.00m
Premier League,Nottingham Forest,Nikola Milenković,4.0,3.59,4.0,1.0,26.0,15.38,7.09,44.0,25.0,195.0,0.0,2.0,2.0,787.0,82.24,8.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,27.0,€28.00m
Premier League,Bournemouth,Dango Ouattara,7.0,8.36,12.0,39.0,62.0,11.29,7.09,35.0,11.0,48.0,0.0,10.0,4.0,326.0,65.86,35.0,0.0,0.0,0.0,0.0,0.0,Left Winger,23.0,€25.00m
Premier League,Arsenal,Leandro Trossard,8.0,7.06,9.0,33.0,70.0,11.43,7.09,28.0,9.0,13.0,0.0,13.0,6.0,642.0,80.15,39.0,0.0,0.0,0.0,0.0,0.0,Left Winger,30.0,€30.00m
Premier League,Liverpool,Ryan Gravenberch,0.0,1.09,1.0,36.0,19.0,0.0,7.09,67.0,57.0,55.0,0.0,3.0,4.0,1606.0,89.17,25.0,0.0,0.0,0.0,0.0,0.0,Defensive Midfield,22.0,€70.00m
Laliga,Girona FC,Viktor Tsygankov,2.0,2.54,1.0,11.0,30.0,6.67,7.09,17.0,11.0,10.0,0.0,8.0,4.0,554.0,82.07,31.0,0.0,0.0,0.0,0.0,0.0,Right Winger,27.0,€22.00m
Laliga,Villarreal,Nicolas Pépé,2.0,3.39,4.0,22.0,34.0,5.88,7.08,19.0,5.0,10.0,0.0,8.0,5.0,446.0,82.9,31.0,0.0,0.0,0.0,0.0,0.0,Right Winger,29.0,€6.00m
Laliga,Rayo Vallecano,Augusto Batalla,0.0,0.0,0.0,6.0,0.0,0.0,7.08,4.0,0.0,22.0,0.0,0.0,0.0,610.0,64.01,1.0,88.0,7.0,2.0,58.0,12.0,Goalkeeper,29.0,€6.00m
Laliga,Athletic Club,Unai Núñez,0.0,0.23,1.0,1.0,1.0,0.0,7.08,9.0,17.0,42.0,0.0,1.0,0.0,271.0,87.42,1.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,28.0,€3.00m
Premier League,Newcastle,Anthony Gordon,6.0,8.01,10.0,35.0,58.0,10.34,7.08,31.0,6.0,5.0,1.0,6.0,5.0,626.0,81.09,51.0,0.0,0.0,0.0,0.0,0.0,Left Winger,24.0,€65.00m
Laliga,Sevilla,Dodi Lukebakio,11.0,9.16,11.0,82.0,86.0,12.79,7.08,21.0,7.0,12.0,0.0,9.0,2.0,710.0,81.52,53.0,0.0,0.0,0.0,0.0,0.0,Right Winger,27.0,€25.00m
Laliga,Real Sociedad,Martín Zubimendi,2.0,2.16,2.0,18.0,18.0,11.11,7.08,72.0,40.0,75.0,0.0,1.0,1.0,1415.0,84.23,17.0,0.0,0.0,0.0,0.0,0.0,Defensive Midfield,26.0,€60.00m
Premier League,Bournemouth,Miloš Kerkez,2.0,0.55,0.0,21.0,18.0,11.11,7.08,52.0,44.0,96.0,0.0,8.0,5.0,1005.0,80.02,35.0,0.0,0.0,0.0,0.0,0.0,Left Back,21.0,€35.00m
Premier League,Crystal Palace,Ismaïla Sarr,7.0,9.8,16.0,17.0,54.0,12.96,7.07,21.0,9.0,35.0,0.0,16.0,5.0,456.0,70.59,44.0,0.0,0.0,0.0,0.0,0.0,Right Winger,27.0,€22.00m
Laliga,Villarreal,Luiz Júnior,0.0,0.0,0.0,0.0,0.0,0.0,7.07,0.0,0.0,26.0,1.0,0.0,0.0,247.0,66.76,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,24.0,€5.00m
Premier League,Chelsea,Noni Madueke,7.0,9.12,12.0,40.0,77.0,9.09,7.07,24.0,8.0,10.0,0.0,6.0,3.0,454.0,84.07,33.0,0.0,0.0,0.0,0.0,0.0,Right Winger,23.0,€40.00m
Premier League,Arsenal,Kai Havertz,9.0,9.43,15.0,9.0,52.0,17.31,7.07,16.0,6.0,30.0,0.0,3.0,3.0,394.0,79.92,16.0,0.0,0.0,0.0,0.0,0.0,Attacking Midfielder,25.0,€70.00m
Laliga,Girona FC,Daley Blind,0.0,0.44,0.0,13.0,8.0,0.0,7.07,41.0,24.0,80.0,1.0,5.0,2.0,2095.0,90.07,19.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,35.0,€2.00m
Laliga,Real Sociedad,Takefusa Kubo,5.0,3.45,2.0,60.0,40.0,12.5,7.07,30.0,13.0,10.0,0.0,9.0,0.0,607.0,76.54,45.0,0.0,0.0,0.0,0.0,0.0,Right Winger,23.0,€40.00m
Laliga,Deportivo Alavés,Joan Jordán,4.0,4.0,1.0,6.0,16.0,25.0,7.07,31.0,8.0,19.0,0.0,3.0,2.0,653.0,81.93,30.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,30.0,€2.50m
Laliga,Real Sociedad,Arsen Zakharyan,1.0,0.2,1.0,4.0,4.0,25.0,7.07,1.0,1.0,0.0,0.0,0.0,0.0,27.0,84.38,1.0,0.0,0.0,0.0,0.0,0.0,Attacking Midfield,21.0,€15.00m
Premier League,Brentford,Christian Nørgaard,5.0,3.96,5.0,7.0,35.0,14.29,7.07,76.0,46.0,60.0,0.0,2.0,3.0,1076.0,82.2,17.0,0.0,0.0,0.0,0.0,0.0,Defensive Midfielder,31.0,€12.00m
Premier League,West Ham,Łukasz Fabiański,0.0,0.0,0.0,2.0,0.0,0.0,7.07,0.0,0.0,13.0,1.0,0.0,0.0,254.0,63.34,0.0,47.0,2.0,0.0,35.0,5.0,Goalkeeper,40.0,€0.70m
Premier League,Aston Villa,Emiliano Martínez,0.0,0.0,0.0,1.0,0.0,0.0,7.07,3.0,0.0,19.0,1.0,1.0,0.0,919.0,76.65,2.0,94.0,7.0,1.0,62.0,23.0,Goalkeeper,32.0,€25.00m
Premier League,Bournemouth,Ryan Christie,2.0,2.12,0.0,23.0,33.0,6.06,7.07,54.0,30.0,49.0,0.0,5.0,3.0,820.0,82.08,41.0,0.0,0.0,0.0,0.0,0.0,Defensive Midfield,30.0,€12.00m
Premier League,Tottenham,Cristian Romero,1.0,1.59,3.0,1.0,16.0,6.25,7.07,35.0,21.0,52.0,1.0,1.0,0.0,1086.0,89.68,8.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,27.0,€55.00m
Laliga,Athletic Club,Iñaki Williams,6.0,7.39,11.0,33.0,63.0,9.52,7.06,17.0,12.0,30.0,0.0,13.0,8.0,476.0,70.21,42.0,0.0,0.0,0.0,0.0,0.0,Right Winger,30.0,€20.00m
Premier League,Leicester,Abdul Fatawu Issahaku,0.0,0.42,1.0,29.0,13.0,0.0,7.06,21.0,4.0,12.0,0.0,2.0,1.0,108.0,68.35,6.0,0.0,0.0,0.0,0.0,0.0,Right Winger,21.0,€13.00m
Laliga,Getafe,Omar Alderete,1.0,1.65,1.0,16.0,35.0,2.86,7.06,41.0,35.0,206.0,0.0,2.0,0.0,703.0,66.95,11.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,28.0,€8.00m
Laliga,Atlético Madrid,Clément Lenglet,1.0,1.61,1.0,3.0,9.0,11.11,7.06,22.0,20.0,95.0,0.0,2.0,1.0,1064.0,87.07,4.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,29.0,€7.50m
Laliga,Real Betis,Marc Bartra,2.0,1.19,0.0,6.0,18.0,11.11,7.06,26.0,30.0,138.0,0.0,0.0,1.0,878.0,81.6,3.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,34.0,€1.00m
Laliga,Deportivo Alavés,Kike García,12.0,8.43,4.0,13.0,55.0,21.82,7.06,17.0,1.0,22.0,0.0,0.0,0.0,358.0,67.67,13.0,0.0,0.0,0.0,0.0,0.0,Centre-Forward,35.0,€900k
Laliga,Celta Vigo,Óscar Mingueza,3.0,1.26,2.0,22.0,30.0,10.0,7.06,35.0,21.0,34.0,0.0,11.0,6.0,1354.0,81.13,28.0,0.0,0.0,0.0,0.0,0.0,Right-Back,25.0,€20.00m
Premier League,Fulham,Joachim Andersen,0.0,1.05,0.0,4.0,19.0,0.0,7.06,27.0,31.0,179.0,1.0,0.0,0.0,1599.0,83.02,3.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,28.0,€32.00m
Laliga,Real Betis,Marc Roca,2.0,1.36,0.0,4.0,12.0,16.67,7.06,20.0,14.0,12.0,0.0,2.0,2.0,461.0,87.64,12.0,0.0,0.0,0.0,0.0,0.0,Defensive Midfield,28.0,€8.00m
Premier League,Fulham,Reiss Nelson,1.0,1.1,1.0,13.0,12.0,8.33,7.05,9.0,5.0,2.0,0.0,2.0,1.0,222.0,91.36,13.0,0.0,0.0,0.0,0.0,0.0,Right Winger,25.0,€18.00m
Premier League,Crystal Palace,Maxence Lacroix,1.0,3.46,3.0,8.0,30.0,3.33,7.05,67.0,52.0,187.0,2.0,3.0,1.0,1157.0,82.0,7.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,25.0,€22.00m
Premier League,Chelsea,Trevoh Chalobah,3.0,2.01,2.0,8.0,18.0,16.67,7.05,31.0,29.0,104.0,2.0,5.0,1.0,944.0,86.29,8.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,25.0,€17.00m
Laliga,Atlético Madrid,Rodrigo de Paul,3.0,1.16,0.0,10.0,14.0,21.43,7.05,28.0,5.0,13.0,1.0,8.0,4.0,1247.0,84.14,36.0,0.0,0.0,0.0,0.0,0.0,Central Midfielder,30.0,€25.00m
Premier League,Brighton,Jan Paul van Hecke,1.0,1.26,1.0,5.0,16.0,6.25,7.05,41.0,23.0,135.0,1.0,3.0,0.0,1876.0,88.2,13.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,24.0,€32.00m
Premier League,Chelsea,Pedro Neto,4.0,3.14,1.0,33.0,56.0,7.14,7.05,22.0,9.0,4.0,0.0,10.0,5.0,610.0,88.66,45.0,0.0,0.0,0.0,0.0,0.0,Right Winger,25.0,€50.00m
Laliga,Valencia CF,Mouctar Diakhaby,2.0,0.68,0.0,1.0,7.0,28.57,7.05,5.0,3.0,39.0,0.0,0.0,0.0,178.0,84.76,1.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,28.0,€6.00m
Premier League,Newcastle,Harvey Barnes,9.0,6.93,6.0,24.0,59.0,15.25,7.05,16.0,6.0,10.0,1.0,8.0,4.0,422.0,82.26,25.0,0.0,0.0,0.0,0.0,0.0,Left Winger,27.0,€30.00m
Laliga,Real Betis,Angel Ortiz,0.0,0.01,0.0,4.0,1.0,0.0,7.05,10.0,5.0,5.0,0.0,1.0,1.0,122.0,78.21,3.0,0.0,0.0,0.0,0.0,0.0,Defensive Midfielder,20.0,€2.50m
Premier League,Aston Villa,Marco Asensio,3.0,4.26,4.0,8.0,20.0,15.0,7.05,7.0,2.0,3.0,0.0,1.0,1.0,192.0,86.88,13.0,0.0,0.0,0.0,0.0,0.0,Right Winger,29.0,€20.00m
Premier League,Liverpool,Konstantinos Tsimikas,0.0,0.38,1.0,4.0,4.0,0.0,7.05,29.0,10.0,17.0,0.0,5.0,1.0,439.0,90.89,17.0,0.0,0.0,0.0,0.0,0.0,Left-Back,29.0,€20.00m
Laliga,Villarreal,Dani Parejo,3.0,2.42,1.0,7.0,13.0,23.08,7.05,49.0,24.0,31.0,0.0,2.0,3.0,1315.0,89.09,22.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,36.0,€2.00m
Premier League,Arsenal,William Saliba,2.0,2.28,2.0,12.0,6.0,33.33,7.05,62.0,21.0,116.0,1.0,1.0,0.0,2381.0,94.6,7.0,0.0,0.0,0.0,0.0,0.0,Centre Back,24.0,€80.00m
Laliga,FC Barcelona,Ferran Torres,10.0,7.05,10.0,10.0,44.0,22.73,7.04,7.0,4.0,4.0,0.0,6.0,6.0,263.0,77.58,19.0,0.0,0.0,0.0,0.0,0.0,Right Winger,25.0,€28.00m
Premier League,Manchester City,Ederson,0.0,0.0,0.0,0.0,0.0,0.0,7.04,0.0,1.0,14.0,2.0,4.0,4.0,649.0,86.88,4.0,50.0,9.0,0.0,38.0,19.0,Goalkeeper,31.0,€25.00m
Laliga,Villarreal,Santi Comesaña,3.0,4.05,3.0,15.0,36.0,8.33,7.04,84.0,19.0,46.0,0.0,3.0,2.0,1136.0,85.67,27.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,28.0,€8.00m
Laliga,UD Las Palmas,Fábio Silva,10.0,8.8,8.0,21.0,49.0,20.41,7.04,12.0,4.0,26.0,0.0,4.0,3.0,301.0,68.56,16.0,0.0,0.0,0.0,0.0,0.0,Centre-Forward,22.0,€20.00m
Laliga,Rayo Vallecano,Florian Lejeune,1.0,2.88,2.0,4.0,48.0,2.08,7.04,43.0,32.0,167.0,0.0,2.0,2.0,1587.0,84.1,11.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,33.0,€2.80m
Laliga,Real Betis,Rui Silva,0.0,0.0,0.0,0.0,0.0,0.0,7.04,0.0,0.0,8.0,0.0,0.0,0.0,342.0,75.66,2.0,37.0,4.0,0.0,26.0,12.0,Goalkeeper,31.0,€6.00m
Premier League,Wolves,Rayan Aït Nouri,4.0,2.64,3.0,61.0,35.0,11.43,7.04,85.0,25.0,61.0,0.0,8.0,7.0,1117.0,86.59,39.0,0.0,0.0,0.0,0.0,0.0,Left Back,23.0,€35.00m
Premier League,Arsenal,Mikel Merino,7.0,5.64,7.0,9.0,35.0,20.0,7.04,43.0,15.0,22.0,0.0,3.0,2.0,437.0,80.04,17.0,0.0,0.0,0.0,0.0,0.0,Central Midfielder,28.0,€35.00m
Premier League,Fulham,Raúl Jiménez,11.0,11.41,13.0,20.0,89.0,12.36,7.04,33.0,10.0,19.0,0.0,6.0,3.0,431.0,73.17,23.0,0.0,0.0,0.0,0.0,0.0,Centre-Forward,34.0,€5.00m
Premier League,Nottingham Forest,Anthony Elanga,6.0,4.24,5.0,25.0,41.0,14.63,7.04,18.0,6.0,20.0,0.0,9.0,10.0,456.0,77.55,47.0,0.0,0.0,0.0,0.0,0.0,Right Winger,23.0,€35.00m
Laliga,Athletic Club,Unai Simón,0.0,0.0,0.0,0.0,0.0,0.0,7.04,0.0,1.0,13.0,3.0,0.0,0.0,318.0,65.43,0.0,43.0,7.0,1.0,30.0,12.0,Goalkeeper,27.0,€28.00m
Laliga,RCD Mallorca,Sergi Darder,1.0,1.96,2.0,29.0,32.0,3.13,7.03,38.0,14.0,18.0,0.0,8.0,5.0,837.0,82.22,49.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,31.0,€4.00m
Premier League,Fulham,Kenny Tete,0.0,1.23,1.0,9.0,22.0,0.0,7.03,50.0,29.0,49.0,0.0,1.0,2.0,588.0,83.05,9.0,0.0,0.0,0.0,0.0,0.0,Right-Back,29.0,€15.00m
Laliga,Real Madrid,Antonio Rüdiger,0.0,1.72,4.0,3.0,24.0,0.0,7.03,20.0,9.0,94.0,0.0,1.0,0.0,1696.0,92.22,7.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,32.0,€24.00m
Laliga,FC Barcelona,Marc Casadó,1.0,1.6,1.0,4.0,14.0,7.14,7.03,45.0,22.0,15.0,1.0,3.0,3.0,1218.0,89.89,9.0,0.0,0.0,0.0,0.0,0.0,Defensive Midfield,21.0,€30.00m
Premier League,Newcastle,Sandro Tonali,4.0,4.34,3.0,19.0,33.0,12.12,7.03,48.0,33.0,30.0,0.0,3.0,2.0,1168.0,85.76,22.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,25.0,€45.00m
Laliga,Atlético Madrid,Jan Oblak,0.0,0.0,0.0,2.0,0.0,0.0,7.03,0.0,0.0,24.0,1.0,0.0,0.0,546.0,75.31,0.0,79.0,15.0,0.0,52.0,15.0,Goalkeeper,32.0,€25.00m
Laliga,Leganés,Juan Soriano,0.0,0.0,0.0,0.0,0.0,0.0,7.03,1.0,0.0,4.0,0.0,0.0,0.0,78.0,47.27,0.0,19.0,1.0,0.0,16.0,1.0,Goalkeeper,27.0,€1.20m
Laliga,Getafe,Diego Rico,0.0,0.34,0.0,6.0,15.0,0.0,7.03,76.0,31.0,78.0,0.0,5.0,3.0,645.0,69.88,32.0,0.0,0.0,0.0,0.0,0.0,Left-Back,32.0,€1.30m
Laliga,Girona FC,Miguel Gutiérrez,1.0,1.64,2.0,25.0,28.0,3.57,7.03,37.0,16.0,30.0,0.0,6.0,5.0,1010.0,88.36,41.0,0.0,0.0,0.0,0.0,0.0,Left-Back,23.0,€25.00m
Laliga,Rayo Vallecano,Álvaro García,3.0,6.28,7.0,9.0,59.0,5.08,7.03,31.0,30.0,32.0,1.0,5.0,5.0,476.0,71.15,45.0,0.0,0.0,0.0,0.0,0.0,Left Winger,32.0,€2.50m
Laliga,RCD Espanyol,Leandro Cabrera,3.0,0.96,0.0,1.0,17.0,17.65,7.03,37.0,28.0,184.0,0.0,2.0,2.0,1018.0,76.54,9.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,33.0,€1.00m
Premier League,West Ham,Tomáš Souček,9.0,6.69,6.0,6.0,53.0,16.98,7.03,43.0,19.0,78.0,0.0,1.0,1.0,674.0,74.48,15.0,0.0,0.0,0.0,0.0,0.0,Defensive Midfielder,30.0,€22.00m
Laliga,Getafe,David Soria,0.0,0.0,0.0,0.0,0.0,0.0,7.03,4.0,1.0,36.0,2.0,0.0,0.0,413.0,47.2,0.0,84.0,9.0,1.0,53.0,17.0,Goalkeeper,32.0,€4.00m
Premier League,Liverpool,Alisson,0.0,0.0,0.0,1.0,0.0,0.0,7.03,1.0,0.0,30.0,1.0,1.0,0.0,602.0,81.02,1.0,65.0,9.0,0.0,39.0,24.0,Goalkeeper,32.0,€25.00m
Premier League,Bournemouth,Lewis Cook,1.0,0.94,0.0,12.0,14.0,7.14,7.03,81.0,40.0,64.0,0.0,6.0,3.0,1097.0,81.62,49.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,28.0,€15.00m
Premier League,Everton,Carlos Alcaraz,1.0,1.53,1.0,9.0,22.0,4.55,7.03,11.0,5.0,10.0,0.0,6.0,3.0,203.0,82.52,15.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,22.0,€14.00m
Premier League,Chelsea,Robert Sánchez,0.0,0.0,0.0,0.0,0.0,0.0,7.03,0.0,2.0,34.0,5.0,0.0,0.0,668.0,66.87,2.0,92.0,8.0,1.0,61.0,44.0,Goalkeeper,27.0,€20.00m
Premier League,Chelsea,Marc Cucurella,4.0,2.64,2.0,4.0,23.0,17.39,7.02,61.0,25.0,72.0,2.0,3.0,1.0,1396.0,89.09,19.0,0.0,0.0,0.0,0.0,0.0,Left-Back,26.0,€30.00m
Laliga,Atlético Madrid,Axel Witsel,0.0,0.03,0.0,1.0,1.0,0.0,7.02,13.0,9.0,31.0,0.0,1.0,1.0,442.0,90.2,2.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,36.0,€2.50m
Premier League,Everton,Jarrad Branthwaite,0.0,1.15,2.0,3.0,9.0,0.0,7.02,36.0,25.0,187.0,2.0,2.0,1.0,933.0,82.93,3.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,22.0,€50.00m
Laliga,Girona FC,Yangel Herrera,4.0,3.5,1.0,17.0,36.0,11.11,7.02,60.0,29.0,44.0,0.0,5.0,3.0,808.0,84.43,17.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,27.0,€20.00m
Premier League,Nottingham Forest,Neco Williams,1.0,2.3,3.0,18.0,37.0,2.7,7.02,79.0,25.0,112.0,0.0,2.0,3.0,651.0,82.09,17.0,0.0,0.0,0.0,0.0,0.0,Right-Back,24.0,€20.00m
Premier League,Brighton,Carlos Baleba,3.0,3.01,3.0,32.0,41.0,7.32,7.02,73.0,43.0,41.0,0.0,3.0,1.0,1075.0,87.83,21.0,0.0,0.0,0.0,0.0,0.0,Defensive Midfield,21.0,€35.00m
Premier League,Bournemouth,Marcus Tavernier,3.0,5.31,6.0,26.0,51.0,5.88,7.02,42.0,5.0,9.0,0.0,6.0,5.0,547.0,79.51,37.0,0.0,0.0,0.0,0.0,0.0,Left Midfield,26.0,€20.00m
Laliga,Villarreal,Ilias Akhomach,1.0,0.57,1.0,19.0,17.0,5.88,7.02,12.0,3.0,9.0,0.0,1.0,0.0,131.0,79.88,9.0,0.0,0.0,0.0,0.0,0.0,Right Winger,21.0,€15.00m
Laliga,UD Las Palmas,Jasper Cillessen,0.0,0.0,0.0,0.0,0.0,0.0,7.02,1.0,0.0,15.0,1.0,0.0,0.0,543.0,63.36,0.0,91.0,3.0,3.0,62.0,7.0,Goalkeeper,36.0,€900k
